"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"1537",8,0,51,0,1,0,2,4,1,14,0,5,9,8,5,2,15,0,1,49,7,1,15,16,11,1,6,44,15,1,5,0,39,82,0,34,5,42,16,8,3,5,24,2,0,8,11,0,17,21,7,1,0,5,1,27,10,1,10,75,0,19,27,3,5,2,1,3,0,0,4,19,2,30,4,9,0,7,4,38,27,42,1,3,10,0,40,16,151,12,3,22,13,0,0,18,0,0,0,1
"1538",9,0,38,0,2,0,0,1,3,8,0,2,1,11,0,0,6,0,3,38,31,2,11,25,9,3,5,43,18,0,8,0,33,68,0,27,1,53,7,1,2,12,38,5,3,7,10,0,3,23,5,3,0,3,3,16,10,0,9,52,0,27,53,6,6,6,1,5,2,3,2,17,1,27,2,14,1,5,7,43,32,46,4,0,2,0,32,19,169,15,2,19,12,0,0,26,0,0,0,1
"1539",10,0,36,0,0,2,0,2,0,17,2,4,9,9,4,1,9,0,4,51,24,2,5,28,4,1,5,39,19,0,10,0,38,73,1,38,2,57,9,1,2,3,33,5,0,15,3,0,4,29,5,1,0,5,4,10,17,0,5,69,0,25,46,6,7,5,0,3,1,1,12,27,1,33,2,18,4,13,20,20,30,37,0,0,8,0,41,17,206,13,1,20,9,0,0,34,0,0,0,1
"1540",10,0,35,0,1,4,3,0,1,13,0,6,4,13,3,1,5,0,4,37,60,2,9,30,7,4,3,32,21,0,12,0,33,81,0,29,0,50,8,0,5,7,56,5,3,13,7,0,2,17,3,2,4,1,3,15,6,0,7,73,0,26,33,3,7,9,0,7,0,1,1,17,0,32,4,17,1,9,13,38,36,31,3,0,8,0,46,31,217,14,2,18,14,0,0,37,0,0,1,0
"1541",9,0,26,0,5,0,2,2,0,17,0,3,4,7,1,3,8,0,4,47,30,3,5,13,5,2,10,46,29,0,8,0,28,90,1,36,3,48,5,15,7,12,30,2,0,17,10,0,3,17,7,1,5,2,2,25,8,0,13,48,0,24,21,4,9,14,0,4,0,2,4,19,4,23,3,11,1,4,19,37,27,48,0,0,14,13,46,26,244,11,2,22,13,0,0,23,0,0,4,0
"1542",10,0,44,0,2,0,4,1,0,16,0,4,9,11,1,2,8,0,3,51,64,1,7,18,9,1,6,34,14,0,13,0,33,71,0,34,3,56,5,11,7,6,34,2,2,23,11,0,7,24,1,0,2,3,1,23,6,0,12,42,0,20,60,3,8,11,0,7,0,2,4,17,0,22,7,11,3,6,31,46,26,65,3,0,7,5,52,17,301,11,2,17,12,0,0,29,0,0,2,1
"1543",6,0,47,4,2,2,2,3,0,18,0,4,11,13,0,1,10,0,4,38,155,2,6,11,7,7,5,42,21,0,9,1,27,65,2,35,2,48,3,5,5,10,18,6,1,19,7,0,6,17,6,0,1,3,3,25,7,0,10,40,0,10,25,6,9,3,0,7,0,0,10,17,0,32,4,11,1,0,13,27,39,50,2,0,5,1,40,31,271,12,2,22,14,0,0,29,0,0,0,0
"1544",8,0,51,0,1,0,2,1,0,24,1,1,7,9,0,6,5,0,2,48,72,1,9,20,7,3,7,43,12,0,13,1,25,69,1,37,2,42,6,16,5,7,12,9,1,9,5,0,6,14,4,2,3,0,3,22,12,1,9,64,0,9,48,2,9,8,0,4,0,0,8,12,1,28,12,7,2,3,10,30,28,37,3,0,6,0,45,25,241,18,3,20,7,2,0,33,0,0,1,0
"1545",7,0,47,0,4,0,2,2,0,25,0,0,6,9,0,1,6,0,1,48,66,3,6,29,8,6,5,45,15,2,10,0,30,88,0,32,1,49,10,22,5,11,6,3,1,11,9,0,13,23,5,1,2,1,4,27,10,1,8,61,0,6,75,2,9,12,0,0,0,1,6,21,2,23,13,13,3,2,9,31,35,46,2,3,6,10,49,29,212,12,1,26,5,2,0,15,0,0,2,1
"1546",9,0,40,0,0,0,1,1,0,19,0,1,3,15,0,3,12,0,4,40,55,3,5,25,9,7,6,37,17,1,10,0,33,83,2,38,0,49,9,15,4,10,59,3,1,12,8,0,12,20,2,1,0,2,5,23,12,0,11,49,0,9,48,6,10,4,0,7,0,1,4,19,0,30,9,9,1,5,8,31,35,44,4,0,8,0,48,31,179,13,2,20,7,0,0,23,3,4,1,0
"1547",11,0,46,4,3,4,4,1,1,14,0,1,5,11,3,1,9,0,3,36,34,0,7,23,4,6,2,37,29,1,13,0,28,69,0,31,0,59,3,8,4,14,34,3,0,16,6,0,2,16,5,1,1,1,2,17,21,0,6,17,0,4,36,8,13,5,0,2,0,0,4,12,1,25,8,15,0,9,12,33,41,47,7,0,8,1,37,21,142,16,0,10,10,0,0,28,1,3,1,1
"1548",5,1,38,0,1,2,2,1,1,10,1,4,6,9,1,1,9,0,0,48,27,3,4,19,11,3,5,40,30,0,10,0,35,61,1,37,0,61,10,5,4,5,11,3,1,16,10,0,13,15,5,1,6,5,3,19,27,0,15,49,0,3,27,9,7,1,0,7,0,1,3,18,2,23,8,24,0,7,12,28,35,32,0,0,8,1,43,24,196,13,2,26,17,1,0,19,0,0,1,1
"1549",10,0,68,0,1,0,1,0,0,15,2,1,3,6,1,2,12,0,2,42,66,1,9,24,6,3,7,49,20,0,8,0,26,59,1,35,2,50,7,6,5,9,11,3,3,21,5,0,8,10,3,8,9,3,0,18,16,0,20,43,0,9,22,13,10,2,0,15,0,1,4,14,1,29,2,15,0,5,3,33,25,39,0,0,8,12,43,33,203,12,3,21,8,0,0,26,0,0,1,0
"1550",10,0,60,0,0,0,1,1,1,18,0,2,7,12,3,0,6,0,1,35,30,1,7,31,7,6,7,36,20,1,9,1,22,76,1,42,4,51,7,13,5,13,32,1,0,20,11,0,12,11,3,2,1,4,2,23,11,0,15,61,0,19,59,11,11,7,0,10,3,2,6,15,3,26,6,15,0,6,9,34,23,40,3,0,6,10,46,26,143,10,0,20,9,0,0,24,0,0,4,1
"1551",7,0,73,0,2,0,0,1,2,20,1,1,3,12,1,4,6,0,0,51,26,1,6,23,11,3,7,40,25,1,12,1,28,51,2,30,2,48,10,18,4,7,29,6,0,18,4,0,19,13,1,1,1,6,2,24,13,1,17,54,0,26,87,7,13,6,0,12,5,3,3,14,3,24,7,14,1,5,23,27,29,26,6,0,8,13,37,33,159,18,3,13,5,1,0,24,0,4,0,1
"1552",15,0,54,0,2,0,2,0,1,10,1,3,8,12,0,7,8,0,0,42,61,2,6,26,17,5,6,37,18,2,10,1,23,47,0,44,0,48,6,21,7,11,25,3,1,16,8,0,17,20,6,1,0,2,1,21,13,1,16,47,0,16,49,9,17,1,0,12,7,1,5,12,3,25,9,7,0,6,17,34,23,25,0,0,9,2,44,24,222,22,4,28,8,0,0,24,0,0,1,1
"1553",10,0,52,0,1,0,1,3,3,17,0,0,7,15,0,0,12,0,2,51,24,2,2,35,8,2,8,41,14,1,10,0,35,76,0,46,0,52,10,16,5,12,20,2,0,22,8,0,19,19,7,4,2,2,1,22,13,0,12,39,0,7,18,6,14,2,0,4,2,0,5,11,0,23,9,10,5,6,13,35,31,24,0,0,8,14,45,20,194,12,3,15,18,1,0,13,0,0,0,0
"1554",11,0,41,0,2,0,5,2,0,28,2,1,10,14,0,4,6,0,1,46,26,0,5,18,11,3,5,51,18,1,8,0,43,77,0,38,0,48,8,14,3,14,6,4,1,21,3,0,4,24,5,0,1,7,1,21,15,0,9,31,0,24,31,2,11,2,0,3,3,1,0,19,2,29,8,12,1,3,6,30,35,31,0,1,15,8,37,16,173,14,3,21,14,0,0,25,0,1,0,1
"1555",6,0,49,0,4,0,5,1,1,18,0,1,10,20,0,5,9,1,0,42,27,2,3,28,22,3,4,48,11,1,7,1,37,66,0,43,0,59,15,16,1,2,23,2,0,17,11,0,13,18,0,1,0,2,2,33,24,0,6,42,0,33,87,0,3,1,0,2,2,1,2,19,1,26,13,5,0,1,23,30,36,18,3,0,8,3,40,28,164,14,1,14,7,3,0,23,0,0,3,0
"1556",8,0,41,0,0,0,3,4,0,13,0,0,6,6,0,5,11,1,1,44,54,4,8,18,8,1,5,43,12,3,10,2,42,75,2,43,0,49,11,13,1,3,16,4,2,17,11,0,7,21,8,4,0,6,6,34,15,0,11,41,0,20,58,0,2,1,0,1,0,0,2,18,0,34,9,6,0,5,16,20,22,21,1,0,11,0,51,34,201,11,3,17,14,2,0,21,0,0,1,1
"1557",11,0,54,2,4,0,2,6,2,9,1,0,7,13,0,3,11,3,1,47,42,4,6,35,7,10,3,48,9,3,6,0,37,70,0,62,0,50,7,16,3,4,16,3,0,14,8,0,12,20,7,2,3,6,3,40,14,0,10,26,0,15,56,0,11,8,0,0,0,0,6,13,0,29,5,7,0,3,23,29,28,27,0,0,11,0,38,26,190,11,2,12,8,1,0,24,0,0,1,1
"1558",7,0,49,2,2,5,5,1,0,10,1,1,6,10,0,3,9,0,2,41,72,2,7,17,21,3,4,38,21,1,5,1,36,48,0,31,3,52,9,25,4,2,7,1,1,14,7,0,12,21,4,2,6,9,4,39,21,0,16,49,0,8,36,2,8,19,3,0,0,0,3,15,1,24,11,10,0,3,16,34,21,41,3,0,5,0,47,27,139,8,2,17,22,1,0,20,0,0,1,1
"1559",7,0,46,1,4,2,2,3,0,25,1,1,6,7,0,5,9,1,1,34,53,3,2,28,20,3,4,41,19,0,8,0,23,46,0,55,0,40,10,24,3,9,19,1,2,14,8,0,3,23,4,2,6,6,1,28,35,0,6,40,0,27,29,0,8,16,0,1,0,0,1,18,1,29,13,9,0,5,12,22,31,20,6,0,7,0,38,19,171,16,1,15,10,1,0,17,0,0,0,0
"1560",5,0,43,0,2,1,2,2,1,11,1,0,7,26,0,3,8,0,2,43,70,1,6,30,9,8,5,47,20,0,9,0,38,63,0,41,0,38,11,28,2,4,45,2,0,13,6,0,10,18,2,2,0,5,2,39,36,0,14,76,0,34,40,3,5,19,0,1,0,0,0,17,2,28,10,8,1,7,20,28,23,16,2,0,9,13,34,20,210,11,2,22,17,2,0,18,0,0,0,1
"1561",12,1,39,1,2,2,1,2,0,18,0,0,9,22,2,0,6,0,2,39,160,2,3,18,4,3,8,42,20,2,9,0,32,65,0,34,0,41,12,22,3,13,39,4,0,8,13,0,13,16,8,0,11,5,1,30,22,1,10,70,0,26,22,0,14,5,1,6,6,0,3,18,1,21,7,13,0,1,26,27,29,12,0,0,9,7,53,27,206,12,3,16,11,1,0,13,0,0,1,0
"1562",10,1,41,0,2,1,1,1,1,11,0,0,4,16,1,2,8,0,1,47,93,1,5,23,6,5,10,27,22,1,10,0,40,78,0,35,2,51,9,11,8,8,18,4,0,14,8,0,5,21,5,1,3,3,4,31,21,1,11,41,0,29,51,2,12,4,0,4,7,1,4,23,1,29,2,12,0,2,32,30,21,33,2,0,9,1,67,25,169,16,5,15,5,0,0,15,0,1,1,0
"1563",9,2,48,0,5,0,5,4,1,8,3,0,11,14,1,3,5,0,1,43,33,0,4,15,8,1,8,36,29,0,9,0,29,78,1,31,1,50,15,14,6,12,9,6,0,13,6,0,6,19,3,1,7,4,5,33,15,0,8,54,0,34,27,4,12,2,0,3,6,2,4,6,5,25,8,18,0,5,18,21,24,17,3,0,4,8,53,27,102,10,8,17,11,0,0,19,0,2,0,0
"1564",5,0,43,0,4,0,4,2,0,5,1,0,8,12,0,2,10,0,0,45,46,1,7,15,10,0,10,34,32,1,9,0,30,64,0,30,3,46,10,28,6,12,2,6,0,17,2,0,9,21,7,2,6,3,1,29,15,0,13,38,0,39,11,1,17,2,0,2,0,0,6,15,1,29,8,12,0,7,22,14,32,17,0,0,8,8,45,21,149,16,4,19,4,1,0,32,0,1,1,0
"1565",6,0,40,0,2,0,1,3,0,9,0,0,11,17,0,3,5,0,3,36,16,1,7,19,10,4,6,48,14,1,3,0,34,83,1,35,1,50,13,21,0,21,4,9,1,20,4,0,5,25,3,0,11,7,6,18,10,0,10,44,0,34,12,2,19,2,3,6,0,0,7,12,4,38,3,14,0,3,15,19,26,27,0,0,8,9,48,15,102,9,2,15,12,0,0,23,0,0,1,0
"1566",5,0,35,0,1,3,1,1,2,11,0,1,12,15,0,8,4,0,4,48,21,4,5,17,11,4,4,32,27,1,14,0,22,67,1,36,0,47,10,15,3,10,35,5,2,36,3,0,1,20,3,1,7,2,5,29,15,0,20,53,0,10,38,2,11,0,0,8,2,1,5,20,1,29,2,6,0,6,16,24,28,43,0,1,9,1,47,16,134,16,3,21,6,2,0,26,0,0,2,1
"1567",8,0,56,0,3,1,0,2,0,10,1,2,5,15,0,7,7,0,1,41,16,1,4,17,17,6,4,32,24,0,7,0,32,68,0,34,2,41,9,15,2,11,37,1,0,26,3,0,4,10,2,2,6,4,3,26,13,0,14,58,0,12,55,2,13,0,1,4,0,0,10,8,1,30,9,11,0,0,16,27,33,37,0,1,3,1,40,25,104,14,1,24,22,2,0,27,0,0,2,0
"1568",6,0,43,0,3,0,2,1,0,15,1,2,5,13,0,2,9,0,0,46,59,2,6,21,17,6,7,27,19,2,8,1,42,61,0,43,1,42,14,9,4,5,47,5,1,23,7,0,6,17,5,3,1,2,3,35,17,0,4,47,0,20,43,0,24,5,1,8,1,2,3,8,1,24,5,6,0,7,23,34,24,43,0,0,5,3,43,19,142,11,4,21,9,1,0,27,0,0,1,1
"1569",5,0,46,0,0,0,6,2,0,20,1,1,3,18,0,0,4,0,2,37,11,1,1,12,9,3,8,22,30,2,12,0,27,71,0,50,0,52,12,2,1,9,28,6,2,22,9,1,5,24,6,2,0,4,2,43,18,0,7,59,1,1,40,0,23,1,0,8,5,1,9,18,1,28,0,7,0,8,13,36,19,39,1,0,4,13,45,33,149,10,3,17,7,0,0,28,0,0,1,1
"1570",8,1,39,0,1,0,2,0,0,19,0,1,0,10,0,1,7,2,3,50,6,4,5,11,4,7,4,27,24,0,11,1,29,64,0,41,2,51,11,13,4,5,21,2,1,15,6,0,10,15,4,1,0,4,0,38,18,0,8,71,1,7,32,3,16,5,0,6,3,0,4,14,0,23,2,11,0,10,17,35,27,37,5,0,4,8,43,24,176,11,9,23,1,1,0,28,0,2,0,1
"1571",9,0,49,0,4,2,0,3,1,24,3,0,5,17,0,4,5,1,3,44,39,3,4,24,15,6,2,24,17,0,12,0,39,64,0,38,7,43,12,13,4,13,19,4,2,14,9,0,4,15,3,6,5,2,4,40,13,0,8,54,0,21,55,6,10,0,0,10,2,1,7,10,0,24,4,14,0,7,30,24,34,26,2,0,2,8,42,32,168,16,1,18,4,3,0,18,0,4,1,0
"1572",10,2,46,0,3,1,4,1,0,23,0,3,6,16,0,1,7,0,2,46,11,0,7,19,7,6,0,19,24,0,6,0,26,87,1,40,2,40,8,18,4,10,16,2,2,21,5,0,5,17,1,6,0,7,2,24,9,0,14,43,0,27,21,16,14,7,0,3,0,0,5,22,2,26,4,14,1,4,19,34,26,35,0,0,5,1,57,17,153,14,4,22,15,0,0,19,0,0,1,1
"1573",8,2,66,2,3,1,4,1,0,18,1,2,11,20,0,3,6,0,2,41,9,3,7,25,3,8,4,24,22,0,13,0,24,68,1,46,3,55,9,25,1,6,13,4,0,16,8,0,1,27,3,5,0,1,3,31,9,0,18,38,0,29,51,12,16,7,0,3,1,0,4,24,1,23,1,9,1,4,39,34,22,39,0,0,4,7,46,29,165,23,1,20,10,1,0,24,0,1,1,0
"1574",9,2,50,2,5,0,1,3,2,25,1,2,11,16,0,1,6,0,0,38,20,0,3,26,8,2,1,22,12,0,7,0,32,60,0,35,3,41,13,16,3,6,11,3,0,31,8,0,5,21,3,2,12,5,3,35,6,2,14,66,0,13,44,7,14,20,0,3,0,0,2,7,2,23,6,10,1,1,18,31,17,43,0,1,1,6,54,30,171,13,5,26,15,2,0,12,0,0,1,2
"1575",8,1,53,0,1,0,1,2,0,17,0,0,7,16,0,4,9,0,1,39,20,3,3,26,4,7,3,22,15,1,7,0,27,72,0,40,2,52,7,12,1,2,36,4,0,26,7,0,6,20,3,1,6,4,2,41,12,1,5,64,0,16,29,0,9,13,0,0,0,1,5,17,0,31,1,6,0,0,14,28,29,33,0,3,6,17,41,26,203,9,3,23,9,1,0,29,0,0,2,0
"1576",5,2,61,1,4,0,1,1,1,12,1,3,3,18,0,4,11,0,2,30,13,3,5,26,1,5,5,33,14,1,9,0,27,69,2,39,1,55,8,9,2,2,24,9,1,19,14,0,3,25,4,4,6,3,2,39,4,1,19,62,0,12,22,4,22,20,0,1,0,2,4,17,1,28,6,6,1,1,9,29,25,45,0,1,7,21,54,23,185,13,1,14,15,4,0,32,0,1,2,0
"1577",6,1,49,0,3,0,1,0,1,14,0,1,5,15,0,2,7,0,1,51,148,3,2,25,2,3,7,43,25,0,9,0,26,71,0,40,8,50,9,7,4,11,9,4,0,23,10,0,2,17,3,3,0,4,0,40,16,0,16,53,0,13,49,7,12,11,0,2,0,0,6,10,2,23,10,5,1,4,16,35,31,37,2,4,12,6,46,27,236,8,3,17,16,2,0,9,0,0,0,0
"1578",5,1,44,0,0,0,1,1,0,11,1,4,2,12,0,4,8,0,1,40,86,4,2,23,0,10,5,31,15,1,10,0,27,62,1,51,2,45,12,2,0,1,1,3,0,25,14,0,4,16,4,2,0,7,1,30,16,0,15,46,0,15,59,7,22,5,0,2,0,0,5,18,1,27,9,12,0,1,13,34,35,24,2,1,7,9,44,26,216,18,5,18,15,2,0,19,0,0,5,1
"1579",3,0,41,0,2,0,2,1,0,13,0,3,11,12,0,5,2,0,4,32,73,4,3,13,1,9,9,33,26,1,10,0,26,65,0,29,2,52,10,1,1,10,11,1,0,18,11,0,2,9,4,1,14,6,2,33,10,0,18,34,0,13,35,6,16,4,0,0,0,0,4,14,2,31,6,3,5,4,8,35,38,43,1,0,8,16,48,19,214,14,4,18,12,0,0,26,0,1,1,1
"1580",5,1,53,0,0,0,4,0,0,13,0,6,8,15,0,0,5,0,0,36,24,3,3,20,1,8,8,39,17,0,6,1,35,57,0,38,0,54,7,1,2,12,34,3,0,21,10,0,5,16,7,3,4,2,0,38,18,0,13,23,0,18,97,1,12,2,0,3,0,1,5,14,4,24,8,9,1,2,13,29,26,41,2,4,7,7,54,27,222,12,5,19,5,1,0,22,0,3,1,1
"1581",4,2,48,0,2,0,0,2,1,16,3,2,5,15,0,2,7,0,1,38,8,4,5,19,0,7,1,28,6,0,11,1,33,64,0,52,0,46,12,5,3,11,29,1,0,16,8,1,19,16,3,2,1,7,1,40,13,0,15,59,0,9,59,1,10,1,0,5,0,4,2,11,0,26,7,6,0,3,22,24,36,48,0,4,5,3,57,24,197,14,2,23,13,0,0,20,0,6,1,0
"1582",8,0,45,0,3,7,4,1,1,19,1,4,8,15,0,2,7,0,1,41,28,2,7,15,6,7,5,42,12,1,7,1,34,58,0,35,4,45,8,16,1,15,48,0,1,26,3,0,15,25,1,1,0,3,4,34,7,0,18,64,0,22,68,4,16,13,0,5,0,0,3,11,2,28,7,7,1,10,9,39,28,31,2,0,10,1,52,32,200,11,4,20,14,0,0,25,0,1,0,1
"1583",11,0,31,0,3,7,6,2,0,19,1,1,9,13,0,3,8,0,1,19,20,2,6,17,12,6,4,32,9,0,6,0,34,65,0,48,1,48,14,16,5,11,74,2,1,14,8,0,21,25,3,5,17,6,0,42,8,3,14,74,0,11,27,11,7,18,0,1,0,0,4,10,1,37,3,10,0,2,32,30,30,37,0,0,13,0,52,17,213,9,1,19,18,2,0,27,0,1,2,0
"1584",13,0,37,1,3,7,3,1,1,18,1,4,5,11,0,8,3,0,4,33,24,0,2,26,7,9,5,36,20,1,5,0,35,72,0,37,0,57,9,12,9,4,34,1,0,17,4,0,12,22,3,2,9,5,0,42,12,1,12,98,0,10,78,2,10,19,0,6,5,1,7,13,1,27,10,5,1,3,20,42,31,39,2,0,7,7,55,24,215,11,1,16,18,1,0,16,0,5,2,0
"1585",9,1,23,0,0,0,0,1,1,11,1,2,3,10,0,2,7,0,2,30,25,1,4,19,3,5,6,46,31,1,15,0,27,101,0,30,0,47,14,12,4,7,67,2,0,21,9,0,14,21,6,0,2,4,0,50,10,1,9,48,0,22,109,1,14,7,0,4,8,0,6,15,0,34,2,8,0,2,31,31,37,17,7,0,10,6,53,23,98,17,2,20,11,1,0,14,1,1,0,1
"1586",8,0,30,0,1,1,1,1,1,6,1,2,1,18,0,4,7,0,1,32,7,2,2,19,1,2,3,39,24,1,8,0,32,81,3,44,0,65,8,27,5,11,30,0,0,14,9,0,10,22,5,1,0,5,0,30,17,0,15,51,0,29,99,2,18,1,0,4,4,1,6,19,3,33,3,9,0,20,34,37,34,16,3,1,11,8,40,21,80,14,1,14,17,1,0,24,1,0,3,1
"1587",10,0,20,0,5,0,1,0,0,23,0,0,3,17,0,3,5,0,2,36,21,2,7,15,6,3,1,36,24,0,10,0,30,69,0,39,3,65,10,14,5,11,15,4,1,15,7,0,11,20,3,3,0,8,0,41,8,1,17,62,0,25,80,3,9,3,0,2,4,1,4,12,3,32,4,8,0,26,17,35,22,35,2,1,9,5,61,23,104,13,2,18,15,0,0,24,0,0,0,0
"1588",8,0,30,2,3,0,4,3,2,16,0,3,5,5,0,6,7,0,1,36,44,2,6,21,1,4,6,43,13,1,4,0,29,89,2,40,1,44,13,11,2,6,40,4,0,14,10,1,15,23,6,3,5,5,0,46,10,2,9,76,0,30,92,3,12,14,0,4,1,1,6,18,2,22,5,8,0,8,27,25,29,35,2,0,6,2,50,36,139,15,1,25,9,0,0,19,0,0,3,0
"1589",8,0,32,1,0,0,4,0,1,13,0,1,4,10,0,1,9,0,0,35,40,2,5,14,12,8,5,48,9,0,6,0,28,77,1,41,0,55,10,11,2,7,43,2,3,24,7,0,9,24,5,1,8,7,1,62,9,0,9,58,0,20,126,1,19,24,0,8,1,1,4,14,0,29,10,4,0,13,20,22,24,49,6,1,4,0,61,21,173,18,1,19,11,0,0,15,0,0,1,1
"1590",7,0,45,0,2,0,3,1,1,17,0,3,6,11,0,1,5,0,2,30,32,3,4,21,11,7,5,31,16,0,7,0,31,64,0,30,2,53,13,3,7,5,17,0,1,20,7,0,23,19,1,2,5,5,0,43,12,0,11,49,0,18,55,7,18,26,0,6,1,0,4,13,2,27,7,5,0,10,24,26,30,24,6,1,5,8,63,26,187,13,3,18,8,1,0,12,0,0,1,2
"1591",11,0,33,2,2,0,1,1,0,17,2,3,12,12,0,3,7,0,0,36,62,2,6,33,3,6,4,41,23,0,9,0,21,64,0,39,0,54,8,8,3,2,23,1,0,16,9,0,5,18,1,0,3,3,0,43,8,0,6,65,0,21,162,3,10,8,0,5,0,0,6,9,0,24,5,5,1,4,27,30,38,25,5,2,12,0,75,25,160,10,2,18,7,1,0,17,0,0,1,0
"1592",10,0,32,1,2,0,1,0,0,27,1,1,15,9,0,1,2,0,1,40,65,3,4,16,5,5,5,29,10,0,6,2,31,68,1,39,4,59,6,2,1,14,5,2,1,19,11,0,3,23,4,2,0,4,2,47,16,0,3,50,0,10,61,1,23,7,0,5,0,0,3,18,0,27,2,10,1,8,32,33,29,35,5,1,5,0,76,19,140,14,2,19,11,2,0,16,0,0,0,0
"1593",8,0,42,0,5,15,2,1,1,15,0,3,9,14,0,6,11,0,2,22,79,2,4,20,4,7,6,34,8,1,9,2,41,54,1,26,5,59,12,9,6,4,12,1,1,13,8,0,4,21,2,0,0,6,0,48,12,0,9,65,0,26,71,0,15,3,3,8,2,0,4,17,1,34,4,4,1,10,17,30,24,29,2,0,10,0,70,24,148,13,3,19,2,1,0,21,0,0,0,0
"1594",9,0,42,0,4,7,0,3,0,16,3,2,12,17,0,1,3,0,4,28,83,3,4,21,5,5,8,33,8,1,12,1,32,62,1,39,3,47,6,14,1,11,9,2,0,20,12,0,6,21,8,0,0,7,0,53,8,0,4,75,0,29,63,1,13,3,3,9,11,1,5,16,0,23,6,8,1,6,24,39,23,27,0,0,3,0,53,34,129,11,4,20,6,0,0,15,0,0,1,0
"1595",9,0,43,0,4,1,1,1,0,17,0,0,4,12,0,0,9,0,3,25,24,3,5,27,14,8,8,33,14,0,7,1,25,75,0,28,1,57,12,18,3,6,15,2,0,21,11,0,6,13,6,0,0,5,1,49,17,0,16,52,0,26,135,3,12,6,9,11,8,0,3,11,2,34,4,4,0,2,26,38,26,22,1,0,4,0,63,25,171,12,3,21,9,1,0,23,0,0,1,1
"1596",5,0,35,1,2,0,3,0,1,30,1,2,6,14,0,1,7,0,1,28,4,3,4,19,18,6,6,31,20,0,7,0,25,74,1,31,0,70,6,10,1,6,38,3,0,20,15,0,10,18,7,5,0,7,2,43,7,0,12,63,0,30,64,2,13,20,1,11,2,0,2,14,0,32,5,1,2,0,30,35,27,5,3,6,11,0,44,30,176,12,3,21,11,2,0,25,0,0,0,0
"1597",10,1,49,0,2,0,3,0,0,9,0,4,6,13,0,0,9,1,2,32,21,0,3,29,12,5,6,43,15,0,6,0,31,58,0,43,0,65,7,12,2,6,62,1,0,27,12,0,9,19,3,2,0,5,0,53,19,1,15,75,0,19,78,9,18,5,1,17,0,0,3,12,3,34,8,4,0,4,25,34,23,18,4,3,8,11,66,27,156,16,1,18,8,0,1,27,0,0,0,0
"1598",10,0,35,1,4,0,1,2,0,9,1,2,3,7,0,1,7,1,1,29,10,1,5,29,16,2,8,44,13,1,12,0,26,61,0,26,0,67,12,13,4,7,40,0,0,20,13,0,6,21,10,0,2,9,0,40,12,0,9,90,0,20,108,5,14,6,0,14,0,2,3,7,2,27,5,2,1,5,29,38,29,29,0,3,12,8,72,23,139,17,2,21,6,0,1,16,0,0,0,1
"1599",9,0,45,0,2,0,0,4,1,13,1,1,6,10,0,2,12,0,1,35,37,4,5,27,8,8,6,46,20,0,8,0,28,72,1,39,3,71,16,20,5,9,19,2,2,37,6,0,1,25,3,0,0,9,1,44,21,0,18,38,0,25,89,3,16,2,0,9,0,3,2,16,2,37,2,9,0,10,15,35,33,47,3,0,6,12,69,27,105,11,5,20,19,0,1,21,0,0,0,0
"1600",7,0,53,1,3,0,1,2,0,11,0,0,8,11,0,3,3,0,0,30,46,1,5,25,9,7,6,41,22,1,11,0,38,67,1,34,5,70,12,4,3,6,23,0,2,31,7,0,4,25,7,1,1,3,1,54,13,0,15,53,0,36,79,9,6,1,1,4,3,1,5,20,1,36,2,9,0,3,16,45,23,31,2,0,11,7,68,32,97,15,1,21,7,1,0,12,0,0,2,0
"1601",10,1,48,0,1,0,1,4,1,14,0,5,4,8,0,4,13,0,5,28,22,3,6,28,3,8,2,44,24,0,7,1,32,54,0,43,3,70,7,15,4,12,6,4,0,32,5,0,1,21,1,1,2,5,0,52,6,0,7,62,1,22,66,3,24,5,0,4,7,1,0,18,2,27,3,6,0,4,46,38,38,43,5,1,12,5,80,23,86,15,4,15,9,1,0,28,0,0,2,0
"1602",14,2,41,1,3,2,4,2,0,16,2,8,4,7,0,3,7,0,0,31,5,1,4,36,15,6,4,32,11,0,16,0,34,77,2,39,0,61,10,16,4,10,18,4,2,27,7,0,3,28,6,2,3,4,0,53,9,1,20,40,0,32,27,6,24,3,0,3,3,1,2,18,2,30,5,4,1,4,44,39,23,41,7,0,7,3,60,17,123,16,4,19,14,2,0,39,0,1,2,1
"1603",6,0,42,2,5,0,1,1,1,16,0,1,3,7,0,2,3,0,1,22,20,4,4,30,7,8,5,43,28,0,9,1,32,62,0,44,14,66,11,6,2,21,31,1,1,29,12,0,24,22,5,0,1,10,1,45,17,0,19,86,1,15,87,3,21,7,0,4,1,1,1,19,4,31,7,6,0,2,31,36,25,50,2,0,21,1,65,30,108,12,5,18,7,1,0,29,1,0,0,1
