"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
"68",11,8,9,1,0,0,7,4,0,18,8,0,15,6,6,5,14,2,8,47,33,1,4,18,2,2,16,10,1,0,6,2,20,6,4,13,11,12,15,8,0,13,21,4,5,8,13,0,2,6,3,1,6,12,1,11,9,2,21,5,0,32,12,0,4,22,0,5,3,2,2,13,2,25,0,5,1,3,21,6,21,25,0,0,4,13,12,5,136,15,1,4,6,4,0,4,0,1,5,0
"69",6,6,7,2,1,0,10,6,0,28,3,0,23,14,4,4,12,3,4,50,22,1,2,15,1,2,7,7,1,1,10,3,25,5,2,9,5,23,14,7,0,5,41,4,5,9,10,0,1,9,3,1,5,14,0,4,12,1,22,4,0,37,6,2,3,23,0,6,0,5,1,13,2,17,3,7,4,1,13,16,32,26,0,0,7,5,12,5,180,7,1,3,15,2,1,1,0,3,2,0
"70",4,1,6,0,0,0,6,3,0,29,0,0,25,15,3,8,14,0,2,46,83,1,2,15,0,3,13,15,0,1,12,0,32,7,1,9,7,22,9,4,0,11,29,4,2,10,7,0,2,4,5,0,13,9,0,13,3,9,23,11,0,14,6,0,9,28,0,2,0,6,2,11,2,14,7,2,6,1,12,8,27,31,1,2,6,3,6,3,164,15,3,1,21,2,0,1,0,4,1,1
"71",6,4,4,1,1,0,3,4,0,23,6,0,18,13,1,11,17,1,2,55,86,0,6,19,6,3,9,9,1,0,5,0,17,4,2,11,5,21,13,5,0,10,33,3,7,15,13,0,1,4,2,3,1,23,0,14,17,3,20,17,0,12,7,5,7,16,0,0,0,10,0,11,0,26,5,0,3,7,7,4,18,17,7,0,4,6,7,0,218,17,3,4,12,3,0,0,0,8,2,1
"72",5,6,14,1,2,0,6,6,1,22,3,2,20,14,22,3,19,2,5,49,66,0,3,16,6,2,13,15,0,2,8,0,11,5,0,15,6,24,12,7,0,9,38,14,6,6,7,0,0,8,3,2,6,19,1,14,13,3,20,17,0,12,12,4,3,27,0,2,0,7,3,6,0,17,0,5,1,7,16,15,20,23,5,0,6,4,7,5,211,15,3,5,20,2,0,1,0,5,3,3
"73",7,3,3,2,0,0,7,8,1,45,5,1,20,6,20,6,14,2,3,46,69,1,7,12,3,1,6,12,3,0,9,0,24,8,4,7,3,23,15,15,0,6,45,10,8,12,9,0,2,10,2,0,14,6,0,12,25,3,31,6,0,12,32,2,3,30,0,0,4,6,2,9,1,25,2,2,2,1,11,12,28,20,1,0,6,9,10,10,230,14,1,4,17,2,0,12,1,2,4,0
"74",6,5,5,0,2,0,7,7,0,33,1,0,32,13,12,2,20,0,3,54,69,0,10,25,4,4,10,12,1,1,5,1,30,7,3,11,6,17,17,7,0,4,44,12,9,12,10,0,1,7,4,1,16,11,0,10,21,7,26,4,0,13,25,0,4,41,0,0,7,6,3,10,2,29,2,4,0,0,16,12,19,17,4,0,3,10,12,9,159,8,4,7,23,1,0,7,1,4,3,0
"75",11,3,9,3,0,1,7,6,1,31,5,0,26,16,23,3,19,0,3,48,38,1,6,14,3,3,10,6,2,4,6,1,23,4,1,8,8,22,11,8,0,11,55,4,7,14,21,0,3,3,1,0,12,9,0,13,16,6,23,4,0,17,19,2,2,44,0,2,9,7,2,10,2,22,2,3,3,1,7,8,26,15,5,0,5,4,13,13,140,18,3,6,15,5,0,4,0,3,1,0
"76",5,1,1,2,1,3,9,3,0,21,3,0,15,15,15,6,22,0,3,50,55,1,7,17,1,7,8,11,2,2,6,2,24,6,3,5,11,21,13,5,0,16,52,9,3,9,13,1,1,8,2,1,12,10,0,8,16,10,30,6,0,10,13,1,4,34,0,4,1,8,1,8,3,34,3,4,3,2,22,9,21,32,2,0,4,17,8,7,156,12,0,5,24,1,0,9,0,4,4,0
"77",8,1,7,2,1,0,5,3,0,20,3,1,24,5,24,6,19,1,7,57,47,1,4,23,1,4,9,7,0,1,7,1,17,5,1,15,7,22,15,3,2,4,46,12,5,12,14,0,0,8,1,6,10,17,0,14,19,4,17,14,0,14,12,1,6,37,0,4,1,3,0,6,3,19,3,5,4,1,41,17,25,14,7,3,4,9,6,2,170,9,0,4,16,5,0,6,0,5,1,0
"78",8,0,9,2,1,2,8,7,0,35,2,0,15,8,9,5,14,5,2,56,37,2,4,20,7,3,8,5,1,2,9,2,28,5,1,12,4,17,22,12,0,15,35,18,10,12,10,0,0,5,4,2,4,15,1,15,19,8,15,10,0,16,20,2,6,42,0,4,5,2,0,14,2,22,1,2,0,0,33,19,25,11,5,0,2,8,12,4,250,13,3,2,15,7,0,4,0,8,4,1
"79",6,3,7,0,2,0,3,3,0,31,4,1,15,4,4,4,10,4,1,47,43,0,6,13,2,5,3,6,1,0,9,3,38,13,1,10,9,27,13,15,0,15,45,25,3,16,14,1,0,13,0,1,10,13,0,11,23,4,22,11,0,14,12,3,7,21,0,8,2,4,0,16,5,21,5,2,5,1,19,13,22,13,3,0,4,5,8,6,262,15,4,11,13,4,0,7,0,10,3,2
"80",6,1,5,6,3,1,3,4,1,37,2,0,15,13,2,3,17,3,0,57,33,1,6,15,5,4,11,6,2,1,7,5,31,11,0,11,7,20,18,13,0,21,54,23,8,10,11,0,1,14,2,1,10,7,0,17,27,4,31,10,0,16,14,3,4,41,0,7,3,7,1,9,2,23,3,4,1,1,25,8,23,15,3,1,5,7,7,6,246,11,3,5,10,7,1,5,0,3,3,0
"81",5,0,4,0,1,2,4,4,0,22,2,0,16,12,8,5,16,1,5,38,70,0,4,8,10,2,11,2,1,3,9,5,28,10,2,10,4,17,13,7,1,24,65,18,9,13,11,0,1,9,5,0,13,9,0,14,9,6,22,9,0,12,11,4,5,27,0,1,4,7,1,9,1,26,2,2,3,7,12,8,27,25,1,0,3,9,6,4,126,9,4,3,16,3,1,2,0,4,8,2
"82",5,4,8,3,2,1,8,6,1,31,1,0,9,12,17,4,18,0,7,44,41,0,3,10,10,3,13,7,1,1,7,1,28,10,0,16,10,16,19,6,1,19,50,13,7,8,12,0,0,7,3,1,13,23,0,10,20,12,11,19,0,22,14,4,4,41,0,1,2,3,1,15,2,26,4,1,6,4,9,14,29,28,2,0,6,14,6,9,181,16,2,1,33,3,1,11,0,4,3,0
"83",8,7,4,2,1,2,2,16,2,28,1,3,19,9,20,2,18,5,2,42,35,0,5,9,8,2,9,3,0,2,14,1,28,9,3,6,8,20,10,14,0,18,19,13,3,7,12,0,0,10,3,0,6,20,0,12,13,8,19,8,0,30,8,1,5,32,0,5,1,4,0,20,1,17,1,2,6,3,24,12,18,17,5,0,3,18,9,8,231,13,5,3,26,2,0,1,2,2,4,3
"84",8,2,4,2,0,0,4,11,1,22,3,0,26,13,26,2,22,3,5,64,26,1,6,11,9,1,9,9,0,1,9,2,31,12,2,10,4,22,11,5,2,17,40,10,2,7,12,1,1,11,2,0,11,24,1,18,18,5,20,11,0,20,21,0,3,42,0,4,0,7,1,9,1,32,5,4,3,1,19,9,22,19,4,0,5,22,7,5,265,6,8,3,18,7,0,4,1,8,8,1
"85",10,2,4,0,1,2,4,6,1,22,2,1,17,14,24,2,10,1,4,56,66,1,5,13,12,1,4,7,2,2,4,1,28,11,1,11,5,24,15,12,0,13,37,12,9,9,14,0,0,4,3,0,10,21,0,16,18,2,16,6,0,14,7,1,4,26,0,3,0,8,1,5,0,29,0,1,1,0,26,13,23,23,4,0,7,16,12,10,281,7,5,3,30,9,1,5,0,8,3,0
"86",5,1,6,0,0,2,2,4,1,16,0,1,15,5,7,9,17,0,3,59,72,2,9,14,3,2,4,4,2,0,5,0,25,5,4,13,4,20,19,9,0,9,66,18,7,11,25,1,1,11,5,1,9,25,0,9,17,5,21,4,0,16,6,2,3,29,2,1,3,4,0,9,0,29,5,11,3,1,22,16,23,22,4,0,5,4,10,10,326,17,3,6,17,7,4,5,0,6,5,1
"87",4,5,5,1,2,1,4,5,0,27,1,1,22,6,4,3,13,0,1,52,73,0,5,11,4,3,9,4,1,1,6,0,33,9,0,4,10,21,19,7,0,11,50,25,8,13,16,0,0,3,2,1,8,25,0,12,23,4,24,2,0,14,12,0,4,41,0,3,2,7,1,14,1,27,2,5,2,4,18,17,32,27,1,0,5,14,5,10,270,1,4,6,34,7,3,8,0,6,6,1
"88",9,6,3,2,2,1,5,5,0,27,0,0,16,9,1,2,18,0,1,47,83,1,8,19,6,1,13,5,2,2,10,0,31,7,1,13,5,20,17,4,0,11,40,17,5,10,15,0,1,5,1,1,15,24,1,10,18,4,25,5,0,16,18,1,3,46,0,0,0,6,1,7,2,30,4,11,2,11,26,19,28,23,1,0,1,15,5,9,302,17,4,7,20,6,2,4,0,5,1,2
"89",4,5,8,2,0,2,0,7,2,28,3,1,13,11,0,4,18,1,0,48,63,0,10,20,3,3,12,7,1,2,4,0,26,9,3,13,6,17,6,5,0,23,53,13,9,10,11,0,0,4,4,1,10,18,0,24,20,8,20,8,0,18,35,2,2,24,0,4,0,6,0,8,0,21,2,7,0,4,17,13,25,17,0,0,4,8,12,6,274,8,6,1,12,5,0,4,0,2,2,0
"90",8,0,12,0,1,0,2,11,0,39,3,1,15,10,0,8,21,1,1,40,32,1,6,15,1,1,10,5,2,0,4,0,35,12,4,17,2,14,15,7,2,13,35,18,7,7,10,0,3,6,1,2,17,29,0,14,17,6,28,6,0,23,21,4,3,36,0,5,0,4,1,3,0,23,2,6,1,7,32,13,21,13,1,0,4,15,5,8,296,13,5,3,15,7,0,2,0,2,5,2
"91",9,3,7,1,1,1,1,5,1,37,4,3,26,9,0,4,14,0,3,52,87,0,6,18,7,2,10,10,1,0,5,0,35,9,3,11,9,19,11,7,3,28,33,18,4,10,18,0,0,8,4,3,11,26,0,13,20,0,29,7,0,22,11,0,5,12,1,1,0,4,1,5,1,25,2,1,2,8,7,8,22,20,3,0,4,12,6,7,250,17,3,5,9,2,0,4,0,6,3,2
"92",8,2,4,0,1,2,3,7,2,29,0,1,12,9,0,4,19,0,1,40,37,0,14,20,8,3,12,15,3,2,4,0,36,3,2,4,1,26,12,9,2,13,47,16,2,11,13,0,1,12,3,0,12,17,0,14,18,12,15,5,0,5,8,1,5,27,0,2,0,1,0,13,1,25,3,7,4,2,5,12,29,21,2,3,1,23,9,9,295,11,6,7,31,8,3,6,0,1,5,0
"93",5,2,8,0,1,0,2,8,2,40,4,0,19,9,0,9,11,0,5,49,43,0,7,13,2,2,9,12,1,3,8,0,31,5,4,8,3,12,10,11,0,10,52,15,3,9,16,0,0,3,4,1,8,17,0,15,16,7,19,3,0,10,18,0,1,34,0,3,0,2,0,12,1,35,6,16,6,2,4,9,25,21,2,1,1,20,4,3,303,15,3,5,30,3,3,2,0,1,2,0
"94",3,0,5,0,0,1,5,8,4,49,4,0,25,11,5,9,15,3,0,47,23,0,5,17,14,2,9,11,3,2,7,0,35,3,1,5,1,23,13,10,0,15,60,13,5,5,10,0,1,5,2,2,4,27,1,17,18,9,19,13,0,19,22,1,7,44,1,0,0,3,1,10,5,23,4,6,0,3,16,6,28,18,1,3,6,14,7,3,248,16,5,5,37,5,0,4,0,0,2,0
"95",9,2,6,0,1,0,4,5,1,48,6,1,11,13,2,11,18,2,5,41,92,0,1,11,14,1,10,12,2,2,7,0,24,3,0,2,4,17,9,7,2,8,66,4,6,10,16,0,0,3,1,1,17,17,0,10,22,6,23,6,0,11,25,2,3,30,0,2,0,1,1,7,0,26,2,6,2,2,23,8,25,12,1,0,2,15,5,6,257,15,7,3,22,2,0,2,0,0,6,1
"96",11,4,2,2,2,0,5,10,1,26,2,0,17,8,1,7,11,1,2,51,31,0,8,15,4,2,10,10,5,2,6,0,25,7,2,9,1,16,13,9,0,16,46,7,6,3,13,0,0,4,4,1,11,19,0,4,21,20,18,4,0,32,18,3,1,32,2,2,0,2,3,5,2,27,1,5,4,2,15,8,24,7,2,2,2,14,6,5,202,16,4,6,14,5,0,11,0,2,3,2
"97",6,2,7,4,0,0,6,11,0,27,2,0,13,11,1,6,15,1,3,47,41,0,10,16,7,1,4,14,1,0,8,0,42,9,2,8,7,17,18,6,1,13,38,17,6,2,16,0,0,7,2,2,8,26,0,18,19,23,24,13,0,17,27,3,4,19,1,2,0,7,1,6,5,27,2,7,2,1,12,9,24,19,1,2,1,8,6,11,204,12,6,4,7,5,0,6,0,1,3,0
"98",10,2,6,3,1,0,3,6,0,33,3,1,20,7,0,5,14,1,1,58,11,0,3,22,3,4,7,10,4,0,7,0,26,5,0,11,4,18,13,12,0,12,50,10,11,3,12,0,1,4,1,0,20,23,0,19,14,7,20,12,0,14,20,1,1,32,0,3,0,7,1,8,1,24,1,3,4,1,25,12,22,21,2,2,5,2,3,12,216,11,3,2,27,5,0,3,0,4,4,0
"99",6,2,5,1,0,0,2,8,1,36,1,1,11,3,0,4,20,0,2,62,40,1,2,22,1,3,5,8,2,0,7,1,34,9,3,8,1,25,8,14,0,10,61,1,10,3,16,1,1,4,6,1,11,17,0,12,13,6,25,9,0,16,28,4,3,34,1,4,0,8,0,8,7,18,1,2,6,3,32,6,26,16,7,3,5,11,8,4,227,13,5,4,24,8,0,4,0,4,1,1
"100",5,1,6,3,3,0,2,11,2,49,4,1,12,5,0,12,9,0,2,52,31,2,3,11,3,5,4,10,1,1,4,0,33,3,1,6,5,24,14,5,1,9,71,7,5,6,11,0,0,8,3,0,7,22,1,12,18,9,23,11,0,20,22,3,2,49,0,2,0,4,1,3,5,19,3,3,3,0,21,14,19,9,6,0,4,17,11,9,233,15,4,3,20,9,0,14,0,5,6,1
"101",10,5,1,1,0,0,3,5,1,71,3,1,10,13,0,10,16,0,5,56,45,1,8,22,16,3,5,6,2,4,5,4,31,6,2,4,10,13,10,20,1,10,54,8,3,7,15,0,0,6,4,0,12,26,0,11,20,6,21,7,0,17,6,2,2,32,0,1,2,3,0,9,5,29,4,3,1,0,29,7,19,24,1,1,1,18,10,8,208,13,3,5,29,0,1,11,0,5,4,1
"102",7,2,4,0,2,0,0,8,0,48,3,2,9,13,0,7,17,0,6,53,34,0,11,18,11,2,8,6,3,3,4,2,37,2,0,7,7,14,9,14,2,5,59,5,1,7,20,0,0,5,1,0,3,32,0,7,19,13,27,9,0,13,21,2,4,38,0,1,3,5,0,14,5,24,5,3,1,0,22,7,24,11,0,3,4,16,7,5,165,10,3,3,30,2,0,6,1,3,1,1
"103",6,5,3,0,0,0,2,8,2,37,2,0,16,12,20,8,19,0,2,54,27,1,5,21,12,6,10,10,1,0,5,0,39,2,2,13,10,16,6,10,0,8,64,5,2,4,14,0,0,1,1,1,10,27,0,14,17,2,17,10,0,21,11,1,4,47,5,4,3,8,0,5,2,26,4,4,1,0,20,9,28,19,3,0,2,20,5,2,182,9,2,5,29,2,0,10,0,2,1,0
"104",10,1,3,0,0,0,6,9,0,51,4,1,14,15,23,2,15,1,6,60,104,0,5,16,7,2,10,12,0,3,9,0,34,6,0,13,6,18,6,10,0,10,54,10,9,10,16,0,1,9,2,1,13,31,0,15,15,8,19,8,0,28,27,0,5,31,1,2,0,13,0,8,0,24,2,7,1,1,25,6,21,12,3,2,5,5,6,8,215,9,2,6,27,2,0,8,0,1,4,0
"105",9,4,7,0,0,0,8,11,0,34,0,1,15,13,32,4,17,3,6,58,82,0,4,25,5,4,7,4,2,3,8,1,24,3,2,18,8,13,12,10,0,19,57,7,8,5,12,0,0,3,3,0,9,19,1,15,12,5,14,19,0,23,26,1,8,28,1,4,0,8,2,6,0,27,0,7,1,3,35,7,21,12,2,1,4,5,11,5,245,11,8,5,23,0,0,5,0,1,2,0
"106",12,5,7,1,0,0,4,15,1,35,0,0,13,12,4,8,9,3,4,56,56,1,6,15,2,3,4,8,3,2,8,0,38,6,0,9,8,18,15,13,0,16,76,30,2,3,12,0,1,13,2,0,8,32,1,13,14,12,23,21,0,5,15,1,6,40,0,2,2,6,2,5,2,30,0,2,2,2,20,11,20,12,3,1,3,10,10,7,280,9,6,9,34,1,0,3,0,0,1,1
"107",4,5,3,0,1,0,3,12,0,42,4,0,10,18,4,3,7,2,4,52,135,1,5,26,6,4,7,9,2,2,8,1,39,6,1,8,5,23,10,7,0,13,69,17,4,3,10,1,1,11,2,0,15,26,0,16,12,14,26,14,0,12,10,0,3,30,0,1,1,6,6,5,6,20,1,4,9,0,23,6,26,5,5,0,4,13,4,5,174,16,3,2,40,1,0,0,0,1,0,2
"108",5,3,5,2,0,0,4,12,1,52,2,0,11,15,1,1,8,0,3,43,60,1,3,17,9,3,9,18,0,1,5,0,42,4,2,12,6,14,15,14,0,13,85,9,4,6,17,1,2,1,1,1,19,23,0,12,18,4,25,9,0,23,24,0,2,42,0,0,0,0,0,4,0,27,2,8,4,1,20,6,30,9,1,0,6,19,12,9,147,11,2,6,26,0,0,4,0,6,1,0
"109",10,3,6,0,1,1,4,5,2,36,5,1,9,10,0,2,15,2,2,58,30,1,10,23,6,2,15,12,1,2,9,1,24,6,3,7,6,20,13,11,0,5,78,15,6,6,7,0,0,5,2,0,11,21,1,9,23,2,23,10,0,24,17,3,6,38,0,3,0,6,1,8,4,20,3,8,5,3,31,9,23,14,4,0,6,19,7,2,118,13,7,9,16,0,0,4,0,3,3,1
"110",8,4,9,0,0,1,2,8,2,48,3,2,16,13,0,4,12,1,3,54,28,0,4,20,6,4,10,6,0,3,3,1,35,12,1,11,11,21,9,10,0,14,92,13,4,2,12,0,1,5,2,1,3,22,0,17,22,14,23,13,0,18,8,0,3,47,0,3,0,9,0,6,3,21,6,5,3,3,28,5,25,7,1,1,7,14,8,8,196,13,2,7,15,1,0,4,0,5,4,1
"111",6,4,6,0,0,0,4,2,0,39,4,1,6,19,0,6,15,2,3,46,61,0,3,17,8,1,9,12,1,0,8,0,33,5,3,6,8,25,15,14,1,11,92,14,6,5,16,0,3,2,2,0,9,34,1,14,9,7,18,8,0,14,32,0,4,36,0,5,0,7,1,8,4,31,2,5,4,3,13,4,31,6,1,0,4,17,14,5,145,13,0,5,31,1,0,2,0,6,3,2
"112",10,6,6,2,3,0,7,4,1,45,5,1,13,14,6,10,12,1,3,55,51,0,8,23,8,2,11,5,0,4,3,0,29,11,2,10,3,18,13,18,0,5,63,9,5,8,13,0,2,4,3,0,10,29,0,14,12,10,19,16,0,14,18,0,11,56,1,3,0,9,1,6,3,18,0,5,4,0,7,4,18,6,1,0,8,24,7,3,191,12,1,2,19,0,0,5,0,3,1,0
"113",13,3,10,3,2,0,3,9,0,37,4,1,10,16,1,5,24,0,0,46,65,0,2,19,11,2,12,4,0,1,5,0,34,10,2,16,5,27,16,11,0,15,58,11,5,5,15,1,0,3,1,0,10,25,1,12,14,2,18,8,0,27,11,1,9,39,1,1,0,10,2,7,6,30,4,5,6,4,14,7,26,5,4,0,6,18,10,5,172,10,1,4,22,0,0,4,0,4,2,0
"114",10,1,12,5,2,0,3,8,0,41,3,1,7,17,0,7,13,0,3,48,66,0,4,14,12,4,6,10,1,2,4,1,14,5,3,15,7,15,8,9,0,8,69,9,2,4,14,0,2,7,3,1,1,23,1,14,16,5,19,8,0,20,5,2,10,28,0,1,3,9,2,3,2,19,1,7,7,4,24,4,25,11,1,0,3,5,8,6,161,14,7,10,32,5,0,10,1,2,5,0
"115",7,3,8,3,1,0,2,11,0,37,2,0,9,18,0,10,12,0,1,49,50,1,1,19,9,3,16,19,1,0,8,0,14,8,1,8,3,11,9,12,0,10,56,4,3,3,21,0,1,7,3,3,3,24,0,15,23,4,22,9,0,24,7,0,6,34,0,0,1,7,1,6,5,23,3,6,7,3,31,10,24,7,0,0,2,12,7,8,160,8,5,9,27,4,0,4,2,8,4,1
"116",7,3,11,4,1,1,3,13,2,36,1,0,11,12,0,9,11,1,2,49,11,3,3,21,8,2,14,15,1,0,10,0,28,9,4,19,2,20,14,12,1,17,75,10,7,5,12,0,0,8,5,1,10,25,2,12,12,11,18,11,0,13,13,0,4,42,0,3,1,4,0,11,2,30,1,9,3,2,30,7,22,6,0,1,3,13,7,4,212,7,3,11,25,0,0,6,0,3,2,2
"117",10,3,11,1,1,1,7,17,0,30,3,0,20,15,0,1,3,2,3,59,95,0,1,16,10,1,6,13,0,2,9,2,24,2,1,18,8,19,12,11,1,5,80,9,8,3,17,0,0,9,8,1,4,25,0,11,18,4,19,12,0,30,14,3,3,22,0,3,0,10,2,8,3,27,0,1,8,0,31,7,25,1,5,0,3,19,8,2,248,16,0,5,27,1,0,3,0,5,2,0
"118",6,5,4,2,2,0,4,12,0,18,4,0,11,19,0,5,14,4,2,50,88,1,5,16,4,0,9,21,0,1,9,0,40,6,1,11,5,15,12,8,1,4,70,5,5,7,18,0,0,5,0,0,3,30,0,8,19,3,18,14,0,33,26,1,5,36,0,1,0,6,3,7,1,26,1,2,4,0,26,8,25,6,3,1,2,20,7,5,239,12,2,3,21,3,0,2,0,1,4,1
"119",11,3,8,2,2,0,6,11,1,22,3,1,11,17,6,9,21,3,1,61,51,2,4,26,17,4,5,17,1,1,4,1,44,6,3,14,7,16,15,11,1,13,64,10,7,3,10,0,1,5,0,0,1,23,1,14,10,3,20,11,0,40,38,2,1,34,0,3,0,10,2,5,1,25,2,5,0,1,21,4,20,10,1,2,4,23,7,2,217,7,5,8,22,0,0,6,0,1,7,1
"120",7,2,13,1,0,0,5,11,3,39,5,0,17,16,9,15,21,5,6,51,35,1,8,16,13,2,6,11,0,2,4,2,37,6,4,17,4,16,9,8,2,23,89,20,9,9,10,0,0,6,3,2,18,25,3,10,17,3,10,5,0,16,31,3,1,44,0,0,0,4,0,8,4,25,2,1,9,0,18,8,20,10,4,3,5,17,4,4,176,13,4,3,19,0,0,3,1,2,2,2
"121",6,3,9,4,0,1,4,9,1,37,3,0,15,16,2,10,12,4,0,55,161,1,6,15,12,7,16,12,0,2,6,0,31,1,3,15,7,22,8,10,4,15,80,12,8,2,13,0,0,3,3,0,7,31,0,15,14,2,23,6,0,10,27,3,5,47,0,3,0,5,0,4,3,30,2,5,9,0,15,8,22,6,2,2,5,15,4,3,185,14,3,2,15,0,0,8,0,4,1,1
"122",9,5,6,2,0,0,1,8,2,36,4,0,15,11,2,6,18,7,2,52,101,1,6,11,8,5,8,13,0,1,6,1,28,7,5,10,8,19,14,4,3,18,93,21,3,6,12,3,0,11,4,0,15,20,0,14,8,0,21,10,0,16,16,5,3,41,0,4,0,8,1,12,5,18,4,8,9,0,20,8,22,16,3,0,5,6,8,6,183,13,1,6,19,2,0,7,0,5,0,1
"123",5,4,5,3,0,1,4,13,1,41,4,1,14,18,2,11,22,5,1,54,51,1,13,18,4,8,9,17,0,2,6,2,31,3,2,12,6,17,13,11,2,20,71,12,2,3,12,1,0,5,2,2,20,24,1,11,12,0,7,10,0,9,25,1,7,27,0,3,0,4,0,15,3,32,3,6,9,3,10,7,19,7,0,0,7,4,7,3,156,14,2,8,21,0,0,8,0,2,1,0
"124",7,3,3,0,3,0,0,13,0,46,6,2,22,16,1,5,18,2,3,55,65,0,14,18,20,9,11,9,1,1,6,2,27,7,1,11,6,14,10,6,3,26,97,12,6,4,19,0,0,10,0,1,13,24,0,17,7,0,10,13,0,6,34,1,3,21,0,3,0,4,0,8,5,32,5,1,5,2,13,6,26,8,4,0,4,7,4,7,170,11,2,8,21,4,0,7,0,4,1,1
"125",2,2,6,3,2,0,4,8,1,34,3,1,16,17,11,6,20,2,1,50,117,0,5,19,7,3,10,35,2,0,7,0,26,8,2,14,6,18,18,10,0,20,57,11,8,2,15,1,0,9,6,0,15,34,0,17,4,0,23,2,0,24,13,3,3,24,0,5,0,6,2,3,4,21,5,2,3,1,12,4,17,17,4,0,4,1,8,5,143,7,2,7,33,4,0,6,0,1,1,1
"126",8,0,4,2,1,0,2,15,0,43,2,2,11,9,19,9,14,0,1,43,76,0,7,15,12,8,12,5,1,0,5,0,34,7,2,9,4,27,13,11,1,9,71,7,0,5,18,2,0,6,5,0,14,20,1,13,6,1,19,11,0,13,14,1,2,26,0,4,0,5,0,10,1,35,5,1,0,3,3,12,29,10,4,0,4,1,7,5,161,12,3,3,28,4,0,1,0,5,1,0
"127",9,1,5,0,0,0,2,11,0,54,3,1,26,18,8,3,11,1,1,59,82,0,5,10,2,4,16,15,0,0,4,1,39,5,0,13,5,23,15,10,1,17,50,2,4,5,13,1,2,4,2,1,8,27,1,14,8,5,24,3,0,12,12,1,2,22,0,1,0,7,1,6,2,33,2,2,0,1,10,16,20,12,4,0,9,0,8,3,166,13,1,6,20,3,0,0,0,5,5,1
"128",4,1,2,1,1,0,6,8,0,49,2,0,18,16,3,11,21,0,1,44,50,0,5,18,1,7,10,16,1,2,3,3,31,16,1,19,6,27,12,11,1,30,59,3,5,7,20,1,1,11,1,1,6,29,0,13,10,3,24,6,0,19,21,1,4,22,0,1,0,7,1,8,1,21,2,3,2,3,12,12,25,17,0,0,2,1,8,2,222,14,2,4,20,7,1,10,0,5,4,0
"129",7,0,11,0,0,1,2,7,1,26,2,1,24,20,15,10,13,0,2,50,35,0,2,12,1,5,9,15,2,2,5,1,31,12,1,13,5,23,17,6,0,10,43,4,8,8,8,0,3,9,4,0,19,26,0,12,7,1,21,4,0,25,29,1,8,31,0,6,0,10,1,6,0,26,1,2,2,1,11,8,31,6,0,0,5,0,6,2,214,11,2,4,12,4,1,1,0,2,4,0
"130",6,2,8,4,1,0,1,9,1,41,4,1,13,23,26,6,13,7,1,47,55,0,3,22,10,5,10,15,1,1,5,1,41,10,3,13,5,13,17,5,0,12,65,8,2,6,9,0,1,18,1,1,6,26,0,11,8,1,19,6,0,25,13,2,5,27,0,3,0,7,2,10,1,31,1,2,7,3,23,2,24,2,1,3,9,0,0,2,253,15,0,4,21,4,0,5,0,3,4,1
"131",7,0,1,1,0,0,3,9,2,26,3,0,18,19,29,3,13,2,0,53,35,1,5,22,2,1,14,10,0,1,9,0,44,13,0,15,4,6,19,2,1,16,73,3,4,6,8,0,5,9,5,2,8,23,0,15,9,3,14,10,0,37,11,4,5,26,0,1,0,2,2,7,1,32,3,5,3,0,12,8,20,8,2,1,3,0,11,2,152,11,2,6,21,0,0,9,0,0,5,1
"132",8,1,2,1,1,0,1,11,0,35,3,0,11,21,14,10,16,2,3,49,22,0,5,20,23,3,12,5,0,4,3,0,52,7,0,18,6,17,16,8,1,7,68,5,5,6,9,0,2,5,3,3,12,31,1,22,11,1,15,8,0,14,19,1,4,41,0,2,3,2,1,4,2,30,1,6,1,0,21,6,21,11,1,0,5,8,3,6,163,16,1,4,19,3,0,3,0,0,3,1
"133",9,2,8,1,2,0,2,2,1,24,3,1,11,17,20,12,22,1,2,50,59,0,1,18,12,4,10,15,1,0,8,0,26,11,1,13,4,9,8,12,2,4,42,2,6,7,7,1,3,5,3,4,12,25,1,20,14,2,22,6,0,11,19,0,5,35,0,5,0,3,0,4,1,28,6,13,6,0,14,5,24,11,5,0,6,6,6,3,229,11,4,5,27,1,0,6,0,2,3,1
"134",5,0,16,1,1,0,3,8,5,22,2,0,21,21,25,9,14,8,1,55,80,1,8,10,6,6,11,5,0,0,7,0,39,8,1,20,4,17,12,7,0,14,51,10,6,5,18,0,1,7,3,1,4,22,2,16,14,1,24,8,0,17,25,1,4,29,0,6,5,6,0,11,4,24,3,8,1,4,12,5,19,22,7,0,4,0,10,1,206,15,4,5,14,1,1,7,0,1,1,1
